district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Oakland Unified,85th Avenue Site,8501 International Boulevard Oakland CA 94621,,,,not tested,Oakland,Alameda County,37.765278,-122.199878,
Oakland Unified,Achieve Academy,1700 28th Avenue Oakland CA 94601-2455,14.0,ppb,True,tested,Oakland,Alameda County,37.782315999999994,-122.22646999999999,15.0
Oakland Unified,ACORN Woodland Elementary,1025 81st Avenue Oakland CA 94621-2455,,,False,tested,Oakland,Alameda County,37.75307,-122.18568799999998,
Alameda Unified,Alameda Adult,1300 Third Street Alameda CA 94501,,,,not tested,Alameda,Alameda County,37.770959000000005,-122.288416,
Alameda Unified,Alameda Community Learning Center,1900 3rd Street Alameda CA 94501-1851,,,,not tested,Livermore,Alameda County,37.679195,-121.77167800000001,
Alameda County Office of Education,Alameda County Community,313 West Winton Avenue Hayward CA 94544-1136,,,,not tested,Hayward,Alameda County,37.658204,-122.097209,
Alameda County Office of Education,Alameda County Juvenile Hall/Court,2500 Fairmont Avenue San Leandro CA 94578-1005,,,,not tested,San Leandro,Alameda County,37.716042,-122.11835900000001,
Alameda Unified,Alameda High,2201 Encinal Avenue Alameda CA 94501-4406,,,False,tested,Alameda,Alameda County,37.764247999999995,-122.248057,
Alameda Unified,Alameda Science and Technology Institute,555 Atlantic Avenue Alameda CA 94501-2109,,,False,tested,Alameda,Alameda County,37.779937,-122.273448,
Albany City Unified,Albany Adult,603 Key Route Blvd Albany CA 94706-1422,,,,not tested,,Alameda County,37.896549,-122.29256299999999,
Albany City Unified,Albany Childrens Center,720 Jackson St Albany CA 94706,8.2,ppb,True,tested,,Alameda County,37.893166,-122.302797,8.2
Albany City Unified,Albany High,603 Key Route Boulevard Albany CA 94706-1422,,,False,tested,,Alameda County,37.896549,-122.29256299999999,
Albany City Unified,Albany Middle,1259 Brighton Avenue Albany CA 94706-1336,,,False,tested,,Alameda County,37.897675,-122.295346,
Pleasanton Unified,Alisal Elementary,1454 Santa Rita Road Pleasanton CA 94566-5697,,,False,tested,Pleasanton,Alameda County,37.67188,-121.872378,
Private,All Saints Catholic School,22870 Second Street Hayward CA 94541,,,False,tested,Hayward,Alameda County,37.67232,-122.07640500000001,
Oakland Unified,Allendale Elementary,3670 Penniman Avenue Oakland CA 94619-1116,6.7,ppb,True,tested,Oakland,Alameda County,37.788795,-122.205308,6.7
Oakland Unified,Allendale State Pre K,3670 Penniman Ave Oakland CA 94619,,,False,tested,Oakland,Alameda County,37.788719,-122.20484499999999,
Oakland Unified,Alliance Academy,1800 98th Ave. Oakland CA 94603-2702,15.0,ppb,True,tested,Oakland,Alameda County,37.723192,-122.20058,15.0
Castro Valley Unified,Alma Preschool,4400 Alma Avenue Castro Valley CA 94546-3104,,,,not tested,,Alameda County,37.707815000000004,-122.07215500000001,
Livermore Valley Joint Unified,Altamont Creek Elementary,6500 Garaventa Ranch Road Livermore CA 94551-8701,,,False,tested,Livermore,Alameda County,37.72275,-121.719127,
Alameda Unified,Alternatives in Action,6221 E 17th Street Oakland CA 94621,,,,not tested,Oakland,Alameda County,37.764799,-122.19558,
New Haven Unified,Alvarado Elementary,31100 Fredi Street Union City CA 94587-2662,,,False,tested,,Alameda County,37.595171,-122.07543100000001,
Pleasanton Unified,Amador Valley Adult and Community Education,215 Abbie Street Pleasanton CA 94566-7499,,,False,tested,Pleasanton,Alameda County,37.656796,-121.875051,
Pleasanton Unified,Amador Valley High,1155 Santa Rita Road Pleasanton CA 94566-6176,7.6,ppb,True,tested,Pleasanton,Alameda County,37.668577,-121.873956,11.0
Alameda Unified,Amelia Earhart Elementary,400 Packet Landing Road Alameda CA 94502-6534,,,False,tested,Alameda,Alameda County,37.744661,-122.238152,
Fremont Unified,American High,36300 Fremont Boulevard Fremont CA 94536-3511,,,,not tested,Fremont,Alameda County,37.565346999999996,-122.016484,
Fremont Unified,American High,"36300 Fremont Blvd, Fremont, CA 94536",,,,exempt,Fremont,Alameda County,37.565346999999996,-122.016484,
Oakland Unified,American Indian Model Schools,171 twelfth street Oakland CA 94607-4900,,,False,tested,Oakland,Alameda County,37.800095,-122.265476,
Oakland Unified,American Indian Public Charter,171 12th Street Oakland CA 94607-4900,,,,not tested,Oakland,Alameda County,37.800271,-122.265491,
Oakland Unified,American Indian Public Charter School II,171 12th St. Oakland CA 94607-4900,,,,not tested,Oakland,Alameda County,37.800271,-122.265491,
Oakland Unified,American Indian Public High,746 Grand Avenue Oakland CA 94607-2714,9.1,ppb,True,tested,Oakland,Alameda County,37.811417999999996,-122.248801,9.1
Private,American International Montessori School,3339 Martin Luther King Jr. Way Berkeley CA 94703,,,False,tested,Berkeley,Alameda County,37.847405,-122.270816,
Livermore Valley Joint Unified,Andrew N. Christensen Middle,5757 Haggin Oaks Avenue Livermore CA 94551-1100,8.5,ppb,True,tested,Livermore,Alameda County,37.726442999999996,-121.72898,8.5
Emery Unified,Anna Yates Elementary,1070 41st Street Emeryville CA 94608-3643,,,,not tested,,Alameda County,37.832134,-122.279251,
Hayward Unified,Anthony W. Ochoa Middle,2121 Depot Road Hayward CA 94545-2428,,,False,tested,Hayward,Alameda County,37.638918,-122.109245,
Fremont Unified,Ardenwood Elementary,33955 Emilia Lane Fremont CA 94555-2068,,,,not tested,Fremont,Alameda County,37.573168,-122.05228500000001,
Fremont Unified,Ardenwood Elementary,"33955 Emilia Ln, Fremont, CA 94555",,,,exempt,Fremont,Alameda County,37.573168,-122.05228500000001,
Oakland Unified,ARISE High,3301 East 12th Street Suite 205 Oakland CA 94601-2940,,,False,tested,Oakland,Alameda County,37.775849,-122.22479399999999,
San Lorenzo Unified,Arroyo High,15701 Lorenzo Avenue San Lorenzo CA 94580-1407,8.4,ppb,True,tested,,Alameda County,37.680807,-122.138406,13.0
Livermore Valley Joint Unified,Arroyo Mocho School,1040 Florence Rd Livermore CA 94550,,,False,tested,Livermore,Alameda County,37.669628,-121.775205,
Livermore Valley Joint Unified,Arroyo Seco Elementary,5280 Irene Way Livermore CA 94550-3508,,,False,tested,Livermore,Alameda County,37.683854,-121.728769,
Oakland Unified,Arroyo Viejo CDC,1895 78th Ave Oakland CA 94621,,,False,tested,Oakland,Alameda County,37.761406,-122.177475,
Oakland Unified,ASCEND,3709 East 12th Street Oakland CA 94601-4001,,,False,tested,Oakland,Alameda County,37.77398,-122.221608,
Oakland Unified,Aspire Berkley Maynard Academy,6200 San Pablo Avenue Oakland CA 94608-2228,,,False,tested,Oakland,Alameda County,37.845847,-122.28471599999999,
Oakland Unified,Aspire College Academy,8030 Atherton Street Oakland CA 94605-3430,,,False,tested,Oakland,Alameda County,37.761480999999996,-122.17093799999999,
Oakland Unified,Aspire ERES Academy,1936 Courtland Avenue Oakland CA 94601-4614,,,False,tested,Oakland,Alameda County,37.775737,-122.21181100000001,
Oakland Unified,Aspire Golden State College Preparatory Academy,1009 66th Avenue Oakland CA 94610-3430,,,False,tested,Oakland,Alameda County,37.758539,-122.19871200000001,
Oakland Unified,Aspire Lionel Wilson College Preparatory Academy,400 105th Avenue Oakland CA 94603-2968,,,False,tested,Oakland,Alameda County,37.729478,-122.18041200000002,
Oakland Unified,Aspire Monarch Academy,1445 101st Avenue Oakland CA 94603-3207,,,False,tested,Oakland,Alameda County,37.742368,-122.16824199999999,
Oakland Unified,Aspire Triumph Technology Academy,3200 62nd Avenue Oakland CA 94605-1614,,,False,tested,Oakland,Alameda County,37.77429,-122.18229299999999,
Private,Assumption,1851 136th Avenue San Leandro CA 94578,9.45,ppb,True,tested,San Leandro,Alameda County,37.719714,-122.136845,11.0
Newark Unified,August Schilling Elementary,36901 Spruce Street Newark CA 94560-2719,,,False,tested,Newark,Alameda County,37.528165,-122.04610600000001,
Private,Aurora School,40 Dulwich Road Oakland CA 94618,,,False,tested,Oakland,Alameda County,37.839897,-122.23177199999999,
Fremont Unified,Azeveda Elementary,"39450 Royal Palm Dr, Fremont, CA 94538",,,,exempt,Fremont,Alameda County,37.530902000000005,-121.993932,
San Leandro Unified,Bancroft Middle,1150 Bancroft Avenue San Leandro CA 94577-3863,10.65,ppb,True,tested,San Leandro,Alameda County,37.72815,-122.14813000000001,28.0
San Leandro Unified,Barbara Lee Center for Health and Wellness,2251 Bancroft Ave San Leandro CA 94577,,,False,tested,San Leandro,Alameda County,37.721672999999996,-122.145482,
Oakland Unified,Bay Area Technology,8251 Fontaine St Oakland CA 94605-4109,,,False,tested,Oakland,Alameda County,37.766683,-122.153623,
San Lorenzo Unified,Bay Elementary,2001 Bockman Road San Lorenzo CA 94580-1903,,,False,tested,,Alameda County,37.672576,-122.14688899999999,
Alameda Unified,Bay Farm,200 Aughinbaugh Way Alameda CA 94502-7451,,,False,tested,Alameda,Alameda County,37.738034000000006,-122.25202900000001,
Oakland Unified,Baywood Learning Centers,12500 Campus Drive Oakland CA 94619,,,,not tested,Oakland,Alameda County,37.78987,-122.168451,
