district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Cypress Elementary,A. E. Arnold Elementary,9281 Denni Street Cypress CA 90630-2724,6.55,ppb,True,tested,Cypress,Orange County,33.824705,-118.054602,7.1
Tustin Unified,A. G. Currie Middle,1402 Sycamore Ave. Tustin CA 92780-6233,,,False,tested,Orange,Orange County,33.727177000000005,-117.826807,
Garden Grove Unified,A. J. Cook Elementary,9802 Woodbury Avenue Garden Grove CA 92844-2819,,,False,tested,Garden Grove,Orange County,33.763539,-117.95816599999999,
Santa Ana Unified,Abraham Lincoln Elementary,425 South Sullivan Santa Ana CA 92704-1631,,,False,tested,Santa Ana,Orange County,33.740542,-117.90215400000001,
Newport-Mesa Unified,Abraham Lincoln Elementary,3101 Pacific View Drive Corona Del Mar CA 92625-1108,,,False,tested,Newport Beach,Orange County,33.609716999999996,-117.861646,
Fullerton Elementary,Acacia Elementary,1200 North Acacia Avenue Fullerton CA 92831-2102,,,False,tested,Fullerton,Orange County,33.881564000000004,-117.89833300000001,
Westminster,Ada Clegg Elementary,6311 Larchwood Dr Huntington Beach CA 92647-2320,,,,not tested,Huntington Beach,Orange County,33.747037,-118.02041799999999,
Santa Ana Unified,Adams Elementary,2130 South Raitt Street Santa Ana CA 92704-5001,,,False,tested,Santa Ana,Orange County,33.719,-117.896176,
Newport-Mesa Unified,Adams Elementary,2850 Club House Road Costa Mesa CA 92626-4705,,,False,tested,Costa Mesa,Orange County,33.674343,-117.93196,
Garden Grove Unified,Adult Education,11262 Garden Grove Boulevard Garden Grove CA 92843,,,,not tested,Garden Grove,Orange County,33.774122999999996,-117.93704,
Santa Ana Unified,Advanced Learning Academy,335 East Walnut Avenue Santa Ana CA 92701,,,False,tested,Santa Ana,Orange County,33.744431,-117.86399399999999,
Huntington Beach City Elementary,Agnes L. Smith Elementary,770 17th Street Huntington Beach CA 92648-3426,,,False,tested,Huntington Beach,Orange County,33.670184000000006,-118.006777,
Garden Grove Unified,Agnes Ware Stanley Elementary,12201 Elmwood Avenue Garden Grove CA 92840-3439,,,False,tested,Garden Grove,Orange County,33.785712,-117.937955,
Garden Grove Unified,Alamitos Intermediate,12381 Dale Street Garden Grove CA 92841-3219,,,False,tested,Stanton,Orange County,33.782746,-117.98416,
Irvine Unified,Alderwood Elementary,2005 Knollcrest Irvine CA 92603-1600,5.08,ppb,True,tested,Irvine,Orange County,33.648739,-117.775925,5.08
Capistrano Unified,Aliso Niguel High,28000 Wolverine Way Aliso Viejo CA 92656-3385,,,False,tested,Aliso Viejo,Orange County,33.563297,-117.719641,
Capistrano Unified,Aliso Viejo Middle,111 Park Avenue Aliso Viejo CA 92656-2847,,,False,tested,Aliso Viejo,Orange County,33.579598,-117.713799,
Anaheim Union High,Anaheim High,811 West Lincoln Avenue Anaheim CA 92805-2499,5.9,ppb,True,tested,Anaheim,Orange County,33.835031,-117.925578,5.9
Orange Unified,Anaheim Hills Elementary,6450 East Serrano Anaheim CA 92807-5034,6.2,ppb,True,tested,Anaheim,Orange County,33.829133,-117.76091100000001,6.2
Westminster,Anderson Elementary,8902 Hewitt Place Garden Grove CA 92844-2630,,,,not tested,Garden Grove,Orange County,33.761784999999996,-117.97395800000001,
Westminster,Anderson Elementary School,"8902 Hewitt Pl, Garden Grove, CA 92844",,,,exempt,Garden Grove,Orange County,33.761784999999996,-117.97395800000001,
Santa Ana Unified,Andrew Jackson Elementary,1143 South Nakoma Drive Santa Ana CA 92704-3030,,,False,tested,Santa Ana,Orange County,33.732382,-117.90878500000001,
La Habra City Elementary,Arbolita Elementary,1001 East Brookdale Avenue La Habra CA 90631-3114,,,False,tested,La Habra,Orange County,33.943740000000005,-117.936416,
Tustin Unified,Arnold O. Beckman High,3588 Bryan Avenue Irvine CA 92602-1347,,,False,tested,Irvine,Orange County,33.718948,-117.780752,
Brea-Olinda Unified,Arovista Elementary,900 Eadington Drive Brea CA 92821-5298,,,False,tested,Brea,Orange County,33.913696,-117.911997,
Tustin Unified,Arroyo Elementary,11112 Coronel Road Santa Ana CA 92705-2492,,,False,tested,Santa Ana,Orange County,33.766596,-117.78566599999999,
Capistrano Unified,Arroyo Vista Elementary,23371 Arroyo Vista Rancho Santa Margarita CA 92688-4906,,,False,tested,Rancho Santa Margarita,Orange County,33.623206,-117.615429,
Buena Park Elementary,Arthur F. Corey Elementary,7351 Holder Street Buena Park CA 90620-1608,5.3,ppb,True,tested,Buena Park,Orange County,33.855509000000005,-118.019979,5.3
Newport-Mesa Unified,Back Bay High,390 Monte Vista Ave. Costa Mesa CA 92627-1495,,,False,tested,Costa Mesa,Orange County,33.653335999999996,-117.89035,
Anaheim Union High,Ball Junior High,1500 West Ball Road Anaheim CA 92802-1626,6.6,ppb,True,tested,Anaheim,Orange County,33.817915,-117.933481,6.6
Tustin Unified,Barbara Benson Elementary,12712 Elizabeth Way Tustin CA 92780-2811,,,False,tested,Tustin,Orange County,33.75139,-117.805291,
Anaheim Elementary,Barton (Clara) Elementary,1926 Clearbrook Lane Anaheim CA 92804-3519,,,False,tested,Anaheim,Orange County,33.823485,-117.973949,
Capistrano Unified,Bathgate Elementary,27642 Napoli Way Mission Viejo CA 92692-5276,,,False,tested,Mission Viejo,Orange County,33.580725,-117.64851000000002,
Irvine Unified,Beacon Park,200 Cultivate Irvine CA 92618,,,False,tested,Irvine,Orange County,33.687829,-117.73501599999999,
Fullerton Elementary,Beechwood Elementary,780 Beechwood Avenue Fullerton CA 92835-2777,,,False,tested,Fullerton,Orange County,33.901224,-117.91386899999999,
Tustin Unified,Benjamin F. Beswick Elementary,1362 Mitchell Avenue Tustin CA 92780-5746,,,False,tested,Tustin,Orange County,33.731186,-117.820591,
Placentia-Yorba Linda Unified,Bernardo Yorba Middle,5350 Fairmont Boulevard Yorba Linda CA 92886-4446,,,False,tested,Yorba Linda,Orange County,33.888733,-117.79043999999999,
Capistrano Unified,Bernice Ayer Middle,1271 Sarmentoso San Clemente CA 92673,,,False,tested,San Clemente,Orange County,33.474801,-117.6219,
Private,Bethany Christian Academy,13431 Edwards Street Westminster CA 92683,,,False,tested,Westminster,Orange County,33.767629,-118.01661499999999,
Private,Blessed Sacrament Schol,14146 South Olive Street Westminster CA 92683,,,False,tested,Westminster,Orange County,33.756865999999995,-118.00008899999999,
Garden Grove Unified,Bolsa Grande High,9401 Westminster Avenue Garden Grove CA 92844-2901,,,False,tested,Garden Grove,Orange County,33.759417,-117.962259,
Irvine Unified,Bonita Canyon Elementary,1 Sundance Irvine CA 92603-3608,,,False,tested,Irvine,Orange County,33.633672,-117.812839,
Brea-Olinda Unified,Brea Canyon High (Continuation),689 North Wildcat Way Brea CA 92821-7400,6.0,ppb,True,tested,Brea,Orange County,33.92958,-117.87518600000001,6.5
Brea-Olinda Unified,Brea Country Hills Elementary,150 North Associated Road Brea CA 92821-4669,17.0,ppb,True,tested,Brea,Orange County,33.920472,-117.873107,17.0
Brea-Olinda Unified,Brea Junior High,400 North Brea Boulevard Brea CA 92821-3399,14.0,ppb,True,tested,Brea,Orange County,33.92631,-117.894576,14.0
Brea-Olinda Unified,Brea-Olinda High,789 North Wildcat Way Brea CA 92821-7400,,,False,tested,Brea,Orange County,33.931962,-117.87597199999999,
Private,Brethren Christian Junior and Senior High,21141 Strathmoor Lane Huntington Beach CA 92646,,,False,tested,Huntington Beach,Orange County,33.655311,-117.958674,
Capistrano Unified,Bridges Community Day,31576 El Camino Real San Juan Capistrano CA 92675-2631,,,,not tested,San Juan Capistrano,Orange County,33.50525,-117.66288899999999,
Ocean View,Bright Star Academy,6621 Glen Dr. Huntington Beach CA 92647,7.5,ppb,True,tested,Huntington Beach,Orange County,33.734081,-118.01348899999999,7.5
Santa Ana Unified,Broadway/ Headstart,321 W Washington St Santa Ana CA 92706,,,False,tested,Santa Ana,Orange County,33.755981,-117.87086299999999,
Placentia-Yorba Linda Unified,Brookhaven Elementary,1851 North Brookhaven Avenue Placentia CA 92870-2610,,,False,tested,Placentia,Orange County,33.895513,-117.860171,
Garden Grove Unified,Brookhurst Elementary,9821 William Dalton Way Garden Grove CA 92841-3841,,,False,tested,Garden Grove,Orange County,33.783525,-117.96079499999999,
Anaheim Union High,Brookhurst Junior High,601 North Brookhurst Avenue Anaheim CA 92801-3879,,,False,tested,Anaheim,Orange County,33.841393,-117.95972900000001,
Garden Grove Unified,Bryant Elementary,8371 Orangewood Avenue Garden Grove CA 92841-1517,,,False,tested,Garden Grove,Orange County,33.795555,-118.00758400000001,
Placentia-Yorba Linda Unified,Bryant Ranch Elementary,24695 Paseo de Toronto Yorba Linda CA 92887-5116,,,False,tested,Yorba Linda,Orange County,33.878688000000004,-117.71845800000001,
Irvine Unified,Brywood Elementary,1 Westwood Irvine CA 92620-6200,,,False,tested,Irvine,Orange County,33.711533,-117.7738,
Fullerton Joint Union High,Buena Park High,8833 Academy Drive Buena Park CA 90621-3705,,,False,tested,Buena Park,Orange County,33.86102,-117.98016000000001,
Buena Park Elementary,Buena Park Junior High,6931 Orangethorpe Avenue Buena Park CA 90620-1350,,,False,tested,Buena Park,Orange County,33.858981,-118.012749,
Centralia Elementary,Buena Terra Elementary,8299 Holder Street Buena Park CA 90620-2957,,,False,tested,Buena Park,Orange County,33.843761,-118.018506,
Garden Grove Unified,C. C. Violette Elementary,12091 Lampson Avenue Garden Grove CA 92840-5643,,,False,tested,Garden Grove,Orange County,33.7817,-117.92291100000001,
Tustin Unified,C. E. Utt Middle,13601 Browning Avenue Tustin CA 92780-5212,,,False,tested,Tustin,Orange County,33.733753,-117.805558,
Orange Unified,California Elementary,1080 North California Street Orange CA 92867-5810,,,False,tested,Orange,Orange County,33.805702000000004,-117.842699,
Newport-Mesa Unified,California Elementary,3232 California Avenue Costa Mesa CA 92626-2231,,,False,tested,Costa Mesa,Orange County,33.688994,-117.925172,
Capistrano Unified,California Preparatory Academy,32972 Calle Perfecto San Juan Capistrano CA 92675-4706,,,,not tested,San Juan Capistrano,Orange County,33.483329,-117.67272700000001,
Orange Unified,Cambridge Elementary,425 North Cambridge Orange CA 92866-1149,8.86,ppb,True,tested,Orange,Orange County,33.793781,-117.844269,8.86
Orange Unified,Canyon High,220 South Imperial Highway Anaheim CA 92807-3945,,,False,tested,Anaheim,Orange County,33.848058,-117.78851200000001,
Orange Unified,Canyon Hills,260 South Imperial Highway Anaheim CA 92807-3945,7.3,ppb,True,tested,Anaheim,Orange County,33.850024,-117.79036299999999,7.3
Orange Unified,Canyon Rim Elementary,1090 The Highlands Drive Anaheim CA 92808-2144,,,False,tested,Anaheim,Orange County,33.844819,-117.74131799999999,
Irvine Unified,Canyon View Elementary,12025 Yale Court Irvine CA 92620-0210,,,False,tested,Irvine,Orange County,33.725715,-117.75323,
Capistrano Unified,Canyon Vista Elementary,27800 Oak View Drive Aliso Viejo CA 92656-6244,,,,not tested,Aliso Viejo,Orange County,33.562528,-117.73493899999998,
Capistrano Unified,Capistrano Connections Academy,33272 Valle Road San Juan Capistrano CA 92675-4842,,,,not tested,San Juan Capistrano,Orange County,33.488554,-117.662917,
Capistrano Unified,Capistrano Valley High,26301 Via Escolar Mission Viejo CA 92692-3999,,,False,tested,San Juan Capistrano,Orange County,33.542536,-117.673115,
Capistrano Unified,Capistrano Virtual/Home,32972 Calle Perfect San Juan Capistrano CA 92675-4706,,,,not tested,San Juan Capistrano,Orange County,33.483948,-117.67191000000001,
Private,Carden Conservatory,5702 Clark Drive Huntington Beach CA 92649,6.0,ppb,True,tested,Huntington Beach,Orange County,33.726721000000005,-118.029404,6.0
Buena Park Elementary,Carl E. Gilbert Elementary,7255 Eighth Street Buena Park CA 90621-2203,8.1,ppb,True,tested,Buena Park,Orange County,33.867455,-118.00703500000002,8.1
Capistrano Unified,Carl Hankey Elementary,27252 Nubles Street Mission Viejo CA 92692-3433,,,False,tested,Mission Viejo,Orange County,33.569588,-117.654886,
Santa Ana Unified,Carl Harvey Elementary,1635 South Center Street Santa Ana CA 92704-4111,6.2,ppb,True,tested,Santa Ana,Orange County,33.725218,-117.89806599999999,6.2
Capistrano Unified,Castille Elementary,24042 Via la Coruna Mission Viejo CA 92691-3529,11.0,ppb,True,tested,Mission Viejo,Orange County,33.614556,-117.658027,11.0
Centralia Elementary,Centralia Elementary,195 North Western Avenue Anaheim CA 92801-6040,,,False,tested,Anaheim,Orange County,33.832805,-118.00233100000001,
Santa Ana Unified,Century High,1401 South Grand Avenue Santa Ana CA 92705-4408,,,False,tested,Santa Ana,Orange County,33.709156,-117.851863,
Savanna Elementary,Cerritos Elementary,3731 Cerritos Anaheim CA 92804-4603,,,False,tested,Anaheim,Orange County,33.810497,-117.958969,
Orange Unified,Cerro Villa Middle,17852 East Serrano Avenue Villa Park CA 92861-1214,,,False,tested,Orange,Orange County,33.821101,-117.82501299999998,
Santa Ana Unified,Cesar E. Chavez High,2128 South Cypress Santa Ana CA 92707-3244,,,False,tested,Santa Ana,Orange County,33.718733,-117.86711100000001,
Capistrano Unified,Chaparral Elementary,29001 Sienna Parkway Ladera Ranch CA 92694-0433,,,False,tested,Ladera Ranch,Orange County,33.561762,-117.63436200000001,
Orange Unified,Chapman Hills Elementary,170 North Aspen Street Orange CA 92869-6557,,,False,tested,Santa Ana,Orange County,33.767638,-117.854712,
Buena Park Elementary,Charles G. Emery Elementary,8600 Somerset Street Buena Park CA 90621-1402,,,False,tested,Buena Park,Orange County,33.884445,-117.983275,
Newport-Mesa Unified,Charles W. Tewinkle Middle,3224 California Avenue Costa Mesa CA 92626-2231,,,False,tested,Costa Mesa,Orange County,33.688652000000005,-117.924254,
Placentia-Yorba Linda Unified,Charles Wagner Elementary,717 East Yorba Linda Boulevard Placentia CA 92870-3008,,,False,tested,Placentia,Orange County,33.891627,-117.851774,
Private,Christ Lutheran,820 West Imperial Highway Brea CA 92821,,,False,tested,Brea,Orange County,33.917553000000005,-117.911302,
Saddleback Valley Unified,Cielo Vista Elementary,21811 Avenida De Los Fundadores Rancho Santa Margarita CA 92688-5444,,,False,tested,Rancho Santa Margarita,Orange County,33.646536,-117.58588999999999,
Saddleback Valley Unified,Cielo Vista Elementary,"21811 Ave. De Los Fundadores, Rancho Santa Margarita, CA 92688",,,,exempt,Rancho Santa Margarita,Orange County,33.646264,-117.586353,
Saddleback Valley Unified,Cielo Vista Elementary,"21811 Ave. De Los Fundadores, Rancho Santa Margarita, CA 92688",,,,exempt,Rancho Santa Margarita,Orange County,33.646264,-117.586353,
Saddleback Valley Unified,Cielo Vista Elementary,"21811 Ave. De Los Fundadores, Rancho Santa Margarita, CA 92688",,,,exempt,Rancho Santa Margarita,Orange County,33.646264,-117.586353,
Saddleback Valley Unified,Cielo Vista Elementary,"21811 Ave. De Los Fundadores, Rancho Santa Margarita, CA 92688",,,,exempt,Rancho Santa Margarita,Orange County,33.646264,-117.586353,
Ocean View,Circle View Elementary,6261 Hooker Drive Huntington Beach CA 92647-2800,9.3,ppb,True,tested,Huntington Beach,Orange County,33.73255,-118.018932,9.3
Cypress Elementary,Clara J. King Elementary,8710 Moody Street Cypress CA 90630-2220,,,False,tested,Cypress,Orange County,33.814886,-118.04551000000001,
Capistrano Unified,Clarence Lobo Elementary,200 Avenida Vista Montana San Clemente CA 92672-9400,,,False,tested,San Clemente,Orange County,33.437782,-117.597571,
Garden Grove Unified,Clinton Elementary,13641 Clinton Street Garden Grove CA 92843-4110,,,False,tested,Garden Grove,Orange County,33.764860999999996,-117.911514,
Huntington Beach Union High,Coast High,17231 Gothard Street Huntington Beach CA 92647-5421,,,False,tested,Huntington Beach,Orange County,33.712354,-118.00031499999999,
Placentia-Yorba Linda Unified,Col. J. K. Tuffree Middle,2151 North Kraemer Boulevard Placentia CA 92870-1930,,,False,tested,Placentia,Orange County,33.88027,-117.86359399999999,
Irvine Unified,College Park Elementary,3700 Chaparral Avenue Irvine CA 92606-2199,,,False,tested,Irvine,Orange County,33.705745,-117.792842,
Newport-Mesa Unified,College Park Elementary,2380 Notre Dame Road Costa Mesa CA 92626-6400,,,False,tested,Costa Mesa,Orange County,33.660732,-117.911449,
Ocean View,College View Elementary,6582 Lennox Drive Huntington Beach CA 92647-3452,5.1,ppb,True,tested,Huntington Beach,Orange County,33.727508,-118.013745,5.1
Tustin Unified,Columbus Tustin Middle,17952 Beneta Way Tustin CA 92780-2659,,,False,tested,Tustin,Orange County,33.751018,-117.81941,
Fullerton Elementary,Commonwealth Elementary,2200 East Commonwealth Avenue Fullerton CA 92831-4212,,,False,tested,Fullerton,Orange County,33.870458,-117.893322,
Santa Ana Unified,Community Day Intermediate and High,804 N Fairview Street Santa Ana CA 92703,,,,not tested,Santa Ana,Orange County,33.7544,-117.9026,
Capistrano Unified,Community Roots Academy,23431 Knollwood P-31 Aliso Viejo CA 92656,,,False,tested,Aliso Viejo,Orange County,33.554458000000004,-117.720726,
Capistrano Unified,Concordia Elementary,3120 Avenida del Presidente San Clemente CA 92672-4517,5.5,ppb,True,tested,San Clemente,Orange County,33.403126,-117.597645,5.5
Saddleback Valley Unified,Cordillera Elem,"25952 Cordillera Dr, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.6101,-117.677676,
Saddleback Valley Unified,Cordillera Elementary,25952 Cordillera Drive Mission Viejo CA 92691-4099,,,,not tested,Mission Viejo,Orange County,33.6101,-117.677676,
Newport-Mesa Unified,Corona del Mar High,2101 Eastbluff Drive Newport Beach CA 92660-4530,,,False,tested,Newport Beach,Orange County,33.631196,-117.87463799999999,
Newport-Mesa Unified,Costa Mesa High,2650 Fairview Road Costa Mesa CA 92626-5537,,,False,tested,Costa Mesa,Orange County,33.693573,-117.90781299999999,
Fountain Valley Elementary,Courreges (Roch) Elementary,18313 Santa Carlotta Fountain Valley CA 92708-5616,,,False,tested,Fountain Valley,Orange County,33.696647,-117.97606699999999,
Fountain Valley Elementary,Cox (James H.) Elementary,17615 Los Jardines East Fountain Valley CA 92708-5340,,,False,tested,Fountain Valley,Orange County,33.707484,-117.939004,
Irvine Unified,Creekside High,3387 Barranca Pkwy Irvine CA 92606-8272,,,False,tested,Irvine,Orange County,33.685065,-117.80985700000001,
Orange Unified,Crescent Elementary,5001 Gerda Drive Anaheim CA 92807-3090,,,False,tested,Anaheim,Orange County,33.852419,-117.807919,
Irvine Unified,Culverdale Elementary,2 Paseo Westpark Irvine CA 92614-5311,,,False,tested,Irvine,Orange County,33.681519,-117.81805700000001,
Anaheim Union High,Cypress High,9801 Valley View Street Cypress CA 90630-3994,6.0,ppb,True,tested,Cypress,Orange County,33.819547,-118.02822900000001,6.0
Irvine Unified,Cypress Village Elementary,355 Rush Lily Irvine CA 92620-4112,,,False,tested,Irvine,Orange County,33.686527000000005,-117.756128,
Fullerton Elementary,D. Russell Parks Junior High,1710 Rosecrans Avenue Fullerton CA 92833-1912,,,False,tested,Fullerton,Orange County,33.892587,-117.952523,
Anaheim Union High,Dale Junior High,900 South Dale Street Anaheim CA 92804-4097,,,False,tested,Anaheim,Orange County,33.819641,-117.982671,
Capistrano Unified,Dana Hills High,33333 Golden Lantern Dana Point CA 92629-1840,,,False,tested,Dana Point,Orange County,33.47806,-117.699933,
Centralia Elementary,Danbrook Elementary,320 Danbrook Street Anaheim CA 92804-2715,8.3,ppb,True,tested,Anaheim,Orange County,33.828462,-118.008133,8.3
Saddleback Valley Unified,De Portola Elem.,"27031 Preciados Dr, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.601471000000004,-117.659954,
Saddleback Valley Unified,De Portola Elementary,27031 Preciados Drive Mission Viejo CA 92691-5214,,,,not tested,Mission Viejo,Orange County,33.601471000000004,-117.659954,
Irvine Unified,Deerfield Elementary,2 Deerfield Avenue Irvine CA 92604-3048,6.89,ppb,True,tested,Irvine,Orange County,33.700131,-117.798956,8.68
Saddleback Valley Unified,Del Cerro Elementary,24382 Regina Street Mission Viejo CA 92691-4735,,,False,tested,Mission Viejo,Orange County,33.607649,-117.68104699999999,
Saddleback Valley Unified School Distict,Del Cerro Elementary School,"24382 Regina St, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.608416999999996,-117.68135,
Saddleback Valley Unified,Del Lago Elementary,27181 Entidad Street Mission Viejo CA 92691-1029,,,False,tested,Mission Viejo,Orange County,33.648302,-117.655106,
Saddleback Valley Unified,Del Lago Elementary,"27181 Entidad, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.6473,-117.656948,
Saddleback Valley Unified,Del Lago Elementary,"27181 Entidad, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.6473,-117.656948,
Saddleback Valley Unified,Del Lago Elementary,"27181 Entidad, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.6473,-117.656948,
Saddleback Valley Unified,Del Lago Elementary,"27181 Entidad, Mission Viejo, CA 92691",,,,exempt,Mission Viejo,Orange County,33.6473,-117.656948,
Capistrano Unified,Del Obispo Elementary,25591 Camino del Avion San Juan Capistrano CA 92675-4328,,,,not tested,San Juan Capistrano,Orange County,33.487896,-117.68016200000001,
Private,Del Sol School,5340 Myra Avenue Cypress CA 90630,,,False,tested,Cypress,Orange County,33.814869,-118.039971,
