district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Riverbank Unified,Adelante High,6801 Seventh Street Riverbank CA 95367,,,False,tested,Riverbank,Stanislaus County,37.737272,-120.92966299999999,
Stanislaus Union Elementary,Agnes M. Baptist Elementary,1825 Cheyenne Way Modesto CA 95356-0987,,,False,tested,Modesto,Stanislaus County,37.693425,-121.02533799999999,
Modesto City Elementary,Alberta Martone Elementary,1413 Poust Road Modesto CA 95358-1093,,,False,tested,Modesto,Stanislaus County,37.655429,-121.046002,
Empire Union Elementary,Alice N. Stroud Elementary,815 Frazine Road Modesto CA 95357-0255,8.3,ppb,True,tested,Modesto,Stanislaus County,37.654152,-120.912348,10.0
Patterson Joint Unified,Apricot Valley Elementary,1320 Henley Parkway Patterson CA 95363-8800,,,,not tested,,Stanislaus County,37.468918,-121.154975,
Ceres Unified,Argus High (Continuation),2555 Lawrence Street Ceres CA 95307-0307,,,False,tested,Ceres,Stanislaus County,37.590540999999995,-120.948315,
Sylvan Union Elementary,Aspire University Charter,3313 Coffee Road Modesto CA 95355-1534,,,False,tested,Modesto,Stanislaus County,37.686386,-120.97613,
Modesto City High,Aspire Vanguard College Preparatory Academy,5255 First Street Empire CA 95319,,,False,tested,Modesto,Stanislaus County,37.639936999999996,-120.898052,
Keyes Union,Barbara Spratling Middle,5277 Washington Road Hughson CA 95326-9112,,,False,tested,Hughson,Stanislaus County,37.560441,-120.903477,
Empire Union Elementary,Bernard L. Hughes Elementary,512 North McClure Road Modesto CA 95357-1542,,,False,tested,Modesto,Stanislaus County,37.647071000000004,-120.929993,
Ceres Unified,Blaker-Kinser Junior High,1601 Kinser Road Ceres CA 95307-0307,,,False,tested,Ceres,Stanislaus County,37.591274,-120.96861499999999,
Newman-Crows Landing Unified,Bonita Elementary,425 Fink Road Crows Landing CA 95313-9771,,,,not tested,,Stanislaus County,37.391428000000005,-121.07668600000001,
Modesto City Elementary,Bret Harte Elementary,909 Bret Harte Place Modesto CA 95358-5099,,,False,tested,Modesto,Stanislaus County,37.602553,-121.005757,
Modesto City Elementary,Burbank Elementary,1135 Paradise Road Modesto CA 95351-2999,,,False,tested,Modesto,Stanislaus County,37.619215000000004,-121.025553,
Riverbank Unified,California Avenue Elementary,3800 California Avenue Riverbank CA 95367-3009,,,False,tested,Riverbank,Stanislaus County,37.728666,-120.926046,
Empire Union Elementary,Capistrano Elementary,400 Capistrano Drive Modesto CA 95354-3243,,,False,tested,Modesto,Stanislaus County,37.643516,-120.942392,
Riverbank Unified,Cardozo Middle,3525 Santa Fe Street Riverbank CA 95367-2300,,,False,tested,,Stanislaus County,37.736013,-120.94674199999999,
Ceres Unified,Carroll Fowler Elementary,2611 Garrison Street Ceres CA 95307-2736,,,False,tested,Ceres,Stanislaus County,37.598782,-120.946149,
Ceres Unified,Caswell Elementary,1800 North Central Avenue Ceres CA 95307-1807,,,False,tested,Ceres,Stanislaus County,37.602540999999995,-120.95688500000001,
Modesto City Elementary,Catherine Everett Elementary,1530 Mount Vernon Drive Modesto CA 95350-2798,,,False,tested,Modesto,Stanislaus County,37.67657,-121.01796599999999,
Ceres Unified,Central Valley High,4033 Central Avenue Ceres CA 95307-7507,,,False,tested,Ceres,Stanislaus County,37.579741999999996,-120.95701499999998,
Ceres Unified,Ceres High,2320 Central Avenue Ceres CA 95307-2502,,,False,tested,Ceres,Stanislaus County,37.596394000000004,-120.95680800000001,
Ceres Unified,Cesar Chavez Junior High,2701 Eastgate Boulevard Ceres CA 95307-5054,7.0,ppb,True,tested,Ceres,Stanislaus County,37.594429,-120.926767,7.0
Chatom Union,Chatom Elementary,7221 Clayton Road Turlock CA 95380-9352,,,,not tested,Turlock,Stanislaus County,37.482155999999996,-120.931952,
Empire Union Elementary,Christine Sipherd Elementary,3420 East Orangeburg Avenue Modesto CA 95355-3550,,,False,tested,Modesto,Stanislaus County,37.663486999999996,-120.932101,
Oakdale Joint Unified,Cloverland Elementary,201 East Johnson Street Oakdale CA 95361-3236,,,False,tested,Oakdale,Stanislaus County,37.771347999999996,-120.838275,
Sylvan Union Elementary,Coleman F. Brown Elementary,2024 Vera Cruz Drive Modesto CA 95355-2404,,,False,tested,Modesto,Stanislaus County,37.672739,-120.97224299999999,
Waterford Unified,Connecting Waters Charter,12420 Bentley Street Waterford CA 95386-9150,,,False,tested,Waterford,Stanislaus County,37.639284,-120.763521,
Patterson Joint Unified,Creekside Middle,535 Peregrine Patterson CA 95363-2232,,,,not tested,,Stanislaus County,37.473786,-121.146951,
Sylvan Union Elementary,Crossroads Elementary,5800 Saxon Way Riverbank CA 95367-9559,,,False,tested,,Stanislaus County,37.723242,-120.947949,
Turlock Unified,Crowell Elementary,118 North Avenue Turlock CA 95382-2410,,,False,tested,Turlock,Stanislaus County,37.509979,-120.84736399999998,
Turlock Unified,Cunningham Elementary,324 West Linwood Avenue Turlock CA 95380-6220,,,False,tested,Turlock,Stanislaus County,37.478096,-120.855048,
Sylvan Union Elementary,Daniel J. Savage Middle,1900 Maid Mariane Lane Modesto CA 95355-8744,,,False,tested,Modesto,Stanislaus County,37.670832,-120.93033,
Patterson Joint Unified,Del Puerto High,640 M Street Patterson CA 95363-2215,,,,not tested,,Stanislaus County,37.476256,-121.13960900000001,
Salida Union Elementary,Dena Boer,4801 Gold Valley Road Salida CA 95368-9742,,,False,tested,,Stanislaus County,37.698808,-121.083246,
Denair Unified,Denair Charter Academy,3460 Lester Road Denair CA 95316-9502,,,False,tested,Denair,Stanislaus County,37.523601,-120.80555700000001,
Denair Unified,Denair Elementary Charter Academy,3773 Madera Ave. Denair CA 95316-9428,5.47,ppb,True,tested,Denair,Stanislaus County,37.526589,-120.800495,5.47
Denair Unified,Denair High,3431 Lester Road Denair CA 95316-9502,,,False,tested,Denair,Stanislaus County,37.524403,-120.803725,
Denair Unified,Denair Middle,3701 Lester Road Denair CA 95316,5.35,ppb,True,tested,Denair,Stanislaus County,37.525655,-120.804382,5.35
Turlock Unified,Dennis G. Earl Elementary,4091 North Olive Avenue Turlock CA 95382-7261,,,False,tested,Turlock,Stanislaus County,37.530687,-120.841127,
Hughson Unified,Dickens (Billy Joe) High (Continuation),6937 Fox Road Hughson CA 95326-0099,8.289,ppb,True,tested,,Stanislaus County,37.602121000000004,-120.86613,10.51
Ceres Unified,Don Pedro Elementary,2300 Don Pedro Road Ceres CA 95307-4134,,,False,tested,Ceres,Stanislaus County,37.582869,-120.953424,
Oakdale Joint Unified,East Stanislaus High,250 Hinkley Avenue Oakdale CA 95361-3609,,,False,tested,Oakdale,Stanislaus County,37.760653999999995,-120.856927,
Turlock Unified,eCademy Charter at Crane,1100 Cahill Avenue Turlock CA 95380-4102,6.92,ppb,True,tested,Turlock,Stanislaus County,37.497192,-120.839786,6.92
Modesto City Elementary,El Vista Elementary,450 El Vista Avenue Modesto CA 95354-1899,5.85,ppb,True,tested,Modesto,Stanislaus County,37.644223,-120.956103,6.4
Modesto City Elementary,Elihu Beard Elementary,915 Bowen Avenue Modesto CA 95350-3096,,,False,tested,Modesto,Stanislaus County,37.675032,-121.00365,
Sylvan Union Elementary,Elizabeth Ustach Middle,2701 Kodiak Drive Modesto CA 95355-9256,,,False,tested,Modesto,Stanislaus County,37.683371,-120.954843,
Hughson Unified,Emilie J. Ross Middle,7448 Fox Road Hughson CA 95326-0189,,,False,tested,,Stanislaus County,37.601867999999996,-120.853549,
Empire Union Elementary,Empire Elementary,5201 First Street Empire CA 95319,,,,not tested,Modesto,Stanislaus County,37.639632,-120.89858899999999,
Modesto City Elementary,Enslen Elementary,515 Coldwell Avenue Modesto CA 95354-0107,,,False,tested,Modesto,Stanislaus County,37.652966,-120.999851,
Modesto City Elementary,Ethel Pearson Elementary,500 Locust Street Modesto CA 95351,,,False,tested,Modesto,Stanislaus County,37.640315,-121.01398300000001,
Modesto City Elementary,Evelyn Hanshaw Middle,1725 Las Vegas Street Modesto CA 95358-5500,6.7,ppb,True,tested,Modesto,Stanislaus County,37.605744,-121.00281899999999,6.7
Oakdale Joint Unified,Fair Oaks Elementary,151 North Lee Avenue Oakdale CA 95361-3314,,,False,tested,Oakdale,Stanislaus County,37.764062,-120.86578899999999,
Modesto City Elementary,Fairview Elementary,1937 West Whitmore Avenue Modesto CA 95358-9463,7.9,ppb,True,tested,,Stanislaus County,37.595117,-121.02308899999998,7.9
Hughson Unified,Fox Road Elementary,7600 Fox Road Hughson CA 95326-9627,,,,not tested,,Stanislaus County,37.601865999999994,-120.852822,
Modesto City Elementary,Franklin Elementary,120 South Emerald Avenue Modesto CA 95351-1197,,,False,tested,Modesto,Stanislaus County,37.637527,-121.020149,
Modesto City High,Fred C. Beyer High,1717 Sylvan Avenue Modesto CA 95355-1399,,,False,tested,Modesto,Stanislaus County,37.689042,-120.968151,
Sylvan Union Elementary,Freedom Elementary,2101 Fine Avenue Modesto CA 95355-9771,,,False,tested,Modesto,Stanislaus County,37.67354,-120.926001,
Turlock Unified,Fusion Charter,2217 Geer Road Turlock CA 95382-2407,,,,not tested,Turlock,Stanislaus County,37.513515999999996,-120.848777,
Stanislaus Union Elementary,George Eisenhut Elementary,1809 Sheldon Drive Modesto CA 95350-0420,,,False,tested,Modesto,Stanislaus County,37.685531,-121.025145,
Modesto City High,Grace M. Davis High,1200 West Rumble Road Modesto CA 95350-2198,,,False,tested,Modesto,Stanislaus County,37.681172,-121.01003600000001,
Patterson Joint Unified,Grayson Charter,301 Howard Road Westley CA 95387-0007,,,,not tested,,Stanislaus County,37.545131,-121.19880900000001,
Stanislaus County Office of Education,Great Valley Academy,3200 Tully Road Modesto CA 95350-0811,5.2,ppb,True,tested,Modesto,Stanislaus County,37.685068,-121.011649,5.2
Salida Union Elementary,Great Valley Academy - Salida,5901 Sisk Road Modesto CA 95356-8870,,,False,tested,Modesto,Stanislaus County,37.687146999999996,-121.057143,
Ceres Unified,Hanline Elementary,4231 Central Avenue Ceres CA 95307,,,False,tested,Ceres,Stanislaus County,37.576985,-120.957052,
Modesto City Elementary,Harriette Kirschen Elementary,1900 Kirschen Drive Modesto CA 95351-2916,,,False,tested,Modesto,Stanislaus County,37.615456,-121.022172,
Hickman Community Charter,Hickman Charter,"13306 Fourth Street, Area B Hickman CA 95323",,,,not tested,Hickman,Stanislaus County,37.620327,-120.748302,
Hickman Community Charter,Hickman Elementary,"13306 Fourth Street, Area A Hickman CA 95323",,,,not tested,Hickman,Stanislaus County,37.620327,-120.748302,
Hickman Community Charter,Hickman Middle,13306 Fourth Street Hickman CA 95323-9634,,,,not tested,Hickman,Stanislaus County,37.620327,-120.748302,
Hughson Unified,Hughson Elementary,7201 East Whitmore Avenue Hughson CA 95326-0189,,,,not tested,,Stanislaus County,37.594844,-120.862994,
Hughson Unified,Hughson High,7419 East Whitmore Avenue Hughson CA 95326-0099,,,False,tested,Hughson,Stanislaus County,37.595937,-120.85966200000001,
Newman-Crows Landing Unified,Hunt Elementary,907 R Street Newman CA 95360-1124,6.49,ppb,True,tested,,Stanislaus County,37.319596999999995,-121.029849,6.49
Newman-Crows Landing Unified,Hurd Barrington Elementary,838 Eucalyptus Avenue Newman CA 95360-9503,,,False,tested,,Stanislaus County,37.323071999999996,-121.014482,
Modesto City High,James C. Enochs High,3201 Sylvan Avenue Modesto CA 95355-7893,10.0,ppb,True,tested,Modesto,Stanislaus County,37.689071000000006,-120.935069,10.0
Modesto City Elementary,James Marshall Elementary,515 Sutter Avenue Modesto CA 95351-3798,,,False,tested,Modesto,Stanislaus County,37.622817,-121.01236499999999,
Ceres Unified,Joel J. Hidahl Elementary,2351 East Redwood Road Ceres CA 95307-5052,,,False,tested,Ceres,Stanislaus County,37.574692,-120.95356399999999,
Stanislaus County Office of Education,John B. Allard,350 North Kilroy Road Turlock CA 95380-9516,,,False,tested,Turlock,Stanislaus County,37.496501,-120.87618300000001,
Modesto City Elementary,John Fremont Elementary,1220 West Orangeburg Avenue Modesto CA 95350-4074,,,False,tested,Modesto,Stanislaus County,37.663581,-121.01115800000001,
Turlock Unified,John H. Pitman High,2525 West Christofferson Parkway Turlock CA 95382-9509,,,False,tested,Turlock,Stanislaus County,37.530051,-120.87708,
Modesto City Elementary,John Muir Elementary,1215 Lucerne Avenue Modesto CA 95350-6012,,,False,tested,Modesto,Stanislaus County,37.653059000000006,-120.977101,
Stanislaus Union Elementary,Josephine Chrysler Elementary,2818 Conant Avenue Modesto CA 95350-1752,,,False,tested,Modesto,Stanislaus County,37.681065000000004,-121.04038899999999,
Turlock Unified,Julien Elementary,1924 East Canal Drive Turlock CA 95380-4222,7.48,ppb,True,tested,Turlock,Stanislaus County,37.500040999999996,-120.826862,7.48
Keyes Union,Keyes Elementary,4400 Maud Avenue Keyes CA 95328,5.6,ppb,True,tested,,Stanislaus County,37.553416,-120.909543,5.6
Keyes Union,Keyes to Learning Charter,5709 Ninth Street Keyes CA 95328,8.2,ppb,True,tested,Keyes,Stanislaus County,37.553278000000006,-120.907875,8.2
