district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Private,Able Charter School,6515 Inglewood Ave Stockton CA 95207,,,False,tested,Stockton,San Joaquin County,38.0104,-121.316805,
New Jerusalem Elementary,Acacia Elementary Charter,1016 East Bianchi Road Stockton CA 95210-3503,,,,not tested,Stockton,San Joaquin County,37.996798999999996,-121.292377,
New Jerusalem Elementary,Acacia Middle Charter,1016 East Bianchi Rd Stockton CA 95210-3503,,,,not tested,Stockton,San Joaquin County,37.996798999999996,-121.292377,
Stockton Unified,Adams Elementary,6402 Inglewood Avenue Stockton CA 95207-3829,,,False,tested,Stockton,San Joaquin County,38.009234,-121.315626,
Stockton Unified,Alexander Hamilton Elementary,2245 East 11th Street Stockton CA 95206-3606,,,False,tested,Stockton,San Joaquin County,37.92771,-121.257792,
Lammersville Joint Unified,Altamont Elementary,452 West Saint Francis Avenue Mountain House CA 95391-1190,,,,not tested,Tracy,San Joaquin County,37.782274,-121.55067,
Lodi Unified,Ansel Adams,9275 Glacier Point Drive Stockton CA 95212-3494,,,False,tested,Stockton,San Joaquin County,38.033322,-121.275658,
Jefferson Elementary,Anthony C. Traina Elementary,4256 Windsong Drive Tracy CA 95377-8739,,,,not tested,Tracy,San Joaquin County,37.700297,-121.443223,
Tracy Joint Unified,Art Freiler,2421 West Lowell Avenue Tracy CA 95376-7300,,,False,tested,Tracy,San Joaquin County,37.747026,-121.452133,
Stockton Unified,Aspire APEX Academy,444 North American Street Stockton CA 95202-2129,9.5,ppb,True,tested,Stockton,San Joaquin County,37.958312,-121.28438600000001,9.5
Lodi Unified,Aspire Benjamin Holt College Preparatory Academy,3201 East Morada Lane Stockton CA 95212-3110,,,False,tested,Stockton,San Joaquin County,38.037061,-121.27437900000001,
Lodi Unified,Aspire Benjamin Holt Middle School,3293 East Morada Lane Stockton CA 95212-3110,,,False,tested,Stockton,San Joaquin County,38.037065999999996,-121.27337299999999,
Stockton Unified,Aspire Langston Hughes Academy,2050 West Lane Stockton CA 95205-3358,,,False,tested,Stockton,San Joaquin County,37.975315,-121.280098,
Stockton Unified,Aspire Port City Academy,2040 West Lane Stockton CA 95205-2129,,,False,tested,Stockton,San Joaquin County,37.975219,-121.28005900000001,
Lodi Unified,Aspire River Oaks Charter,1801 Pyrenees Avenue Stockton CA 95210-5207,,,False,tested,Stockton,San Joaquin County,38.02697,-121.292028,
Stockton Unified,Aspire Rosa Parks Academy,1930 South D Street Stockton CA 95206-2489,,,False,tested,Stockton,San Joaquin County,37.938959000000004,-121.25233100000001,
Lodi Unified,Aspire Vincent Shalvey Academy,10038 Hwy 99 East Frontage Road Stockton CA 95212,,,False,tested,Stockton,San Joaquin County,38.046162,-121.25733600000001,
Stockton Unified,August Elementary,2101 Sutro Avenue Stockton CA 95205-2833,,,False,tested,Stockton,San Joaquin County,37.982119,-121.257003,
Manteca Unified,August Knodt Elementary,3939 EWS Woods Boulevard Stockton CA 95206-5231,,,False,tested,Stockton,San Joaquin County,37.906109,-121.305792,
Banta Elementary,Banta Elementary,22345 South El Rancho Road Tracy CA 95304-9413,,,,not tested,Tracy,San Joaquin County,37.756175,-121.375045,
Manteca Unified,be.tech,2271 West Louise Ave Manteca CA 95337-8381,,,,not tested,Manteca,San Joaquin County,37.812483,-121.25674199999999,
Lodi Unified,Bear Creek High,10555 Thornton Road Stockton CA 95209-4100,,,False,tested,Stockton,San Joaquin County,38.051877000000005,-121.35134599999999,
Lodi Unified,Beckman Elementary,2201 Scarborough Drive Lodi CA 95240-6600,,,False,tested,Lodi,San Joaquin County,38.105639000000004,-121.280988,
Private,Bella Vista Christian Academy,1635 Chester Drive Tracy CA 95376,9.9,ppb,True,tested,Tracy,San Joaquin County,37.74797,-121.440708,9.9
Lammersville Joint Unified,Bethany Elementary,570 Escuela Drive Mountain House CA 95391-2051,,,False,tested,,San Joaquin County,37.773002000000005,-121.54996100000001,
Manteca Unified,Brock Elliott Elementary,1110 Stonum Lane Manteca CA 95336-0032,,,False,tested,Manteca,San Joaquin County,37.785644,-121.239754,
Lincoln Unified,Brookside,2962 Brookside Road Stockton CA 95219-7901,,,False,tested,Stockton,San Joaquin County,37.976141999999996,-121.34958799999998,
Stockton Unified,Business Leadership Academy,401 North San Joaquin Street Stockton CA 95202,,,,not tested,Stockton,San Joaquin County,37.957521,-121.288904,
Stockton Unified,Business Learning Academy,401 North San Joaquin Street Stockton CA 95202,,,False,tested,Stockton,San Joaquin County,37.957521,-121.288904,
Ripon Unified,California Connections Academy @ Ripon,580 North Wilma Avenue Suite G Ripon CA 95366-9514,,,,not tested,Ripon,San Joaquin County,37.745464,-121.13474699999999,
Manteca Unified,Calla High,130 South Austin Road Manteca CA 95336-9710,,,False,tested,Manteca,San Joaquin County,37.774338,-121.17928300000001,
Tracy Joint Unified,Central Elementary,1370 Parker Avenue Tracy CA 95376-3522,,,False,tested,Tracy,San Joaquin County,37.742783,-121.429753,
Stockton Unified,Cesar Chavez High,2929 Windflower Lane Stockton CA 95212-2732,,,False,tested,Stockton,San Joaquin County,38.012482,-121.269741,
Lodi Unified,Christa McAuliffe Middle,3880 Iron Canyon Circle Stockton CA 95209-3612,,,False,tested,Stockton,San Joaquin County,38.04508,-121.366808,
Lodi Unified,Clairmont Elementary,8282 Lemans Avenue Stockton CA 95210-2280,,,False,tested,Stockton,San Joaquin County,38.026477,-121.28826200000002,
Lincoln Unified,Claudia Landeen,4128 Feather River Drive Stockton CA 95219-6541,28.0,ppb,True,tested,Stockton,San Joaquin County,37.980968,-121.34449,28.0
Stockton Unified,Cleveland Elementary,20 East Fulton Street Stockton CA 95204-3339,,,False,tested,Stockton,San Joaquin County,37.982341999999996,-121.30216999999999,
Lodi Unified,Clyde W. Needham Elementary,420 South Pleasant Avenue Lodi CA 95240-4033,,,False,tested,Lodi,San Joaquin County,38.128847,-121.27665400000001,
Lincoln Unified,Colonial Heights,8135 Balboa Avenue Stockton CA 95209-2920,9.4,ppb,True,tested,Stockton,San Joaquin County,38.023371999999995,-121.33523100000001,9.4
Stockton Unified,Commodore Stockton Skills,2725 Michigan Avenue Stockton CA 95204-2636,,,False,tested,Stockton,San Joaquin County,37.967537,-121.339688,
Lodi Unified,Creekside Elementary,2515 Estate Drive Stockton CA 95209-1185,,,False,tested,Stockton,San Joaquin County,38.041697,-121.34906799999999,
New Jerusalem Elementary,Delta Bridges Charter,703 East Swain Road Stockton CA 95207-3146,,,,not tested,Stockton,San Joaquin County,38.009260999999995,-121.302152,
New Jerusalem Elementary,Delta Charter,31400B South Koster Road Tracy CA 95304-8824,,,,not tested,Tracy,San Joaquin County,37.668039,-121.324129,
New Jerusalem Elementary,Delta Charter Online,31400 S. Koster Road Tracy CA 95304-8824,,,,not tested,Tracy,San Joaquin County,37.668039,-121.324129,
New Jerusalem Elementary,Delta Home Charter,1301 Durham Ferry Road Tracy CA 95304-8798,,,,not tested,Tracy,San Joaquin County,37.6677,-121.322217,
New Jerusalem Elementary,Delta Keys Charter,31400 S. Koster Rd Tracy CA 95304-8824,,,,not tested,Tracy,San Joaquin County,37.668039,-121.324129,
New Jerusalem Elementary,Delta Launch Charter,31400 South Koster Rd Tracy CA 95304-8824,,,,not tested,Tracy,San Joaquin County,37.668039,-121.324129,
Lodi Unified,Delta Sierra Middle,2255 Wagner Heights Road Stockton CA 95209-4700,,,False,tested,Stockton,San Joaquin County,38.03591,-121.342532,
Escalon Unified,Dent Elementary,1998 Yosemite Avenue Escalon CA 95320-1845,,,False,tested,,San Joaquin County,37.798341,-120.98926599999999,
Tracy Joint Unified,Discovery Charter,51 East Beverly PL Tracy CA 95376-3191,,,,not tested,Tracy,San Joaquin County,37.745064,-121.42656000000001,
Stockton Unified,District Special Education,1800 South Sutter Stockton CA 95206-2004,,,,not tested,Stockton,San Joaquin County,37.934458,-121.280625,
Stockton Unified,Dolores Huerta Elementary,1644 South Lincoln Stockton CA 95206-1946,,,False,tested,Stockton,San Joaquin County,37.934591,-121.29245300000001,
Lincoln Unified,Don Riggio,3110 Brookside Road Stockton CA 95219-2357,,,False,tested,Stockton,San Joaquin County,37.978666,-121.352478,
Stockton Unified,Dr. Lewis Dolphin Stallworth Sr. Charter,1610 East Main Street Stockton CA 95205-5521,,,,not tested,Stockton,San Joaquin County,37.955684999999995,-121.270049,
Tracy Joint Unified,Duncan-Russell Continuation,164 West Grantline Road Tracy CA 95376-2614,,,False,tested,Tracy,San Joaquin County,37.753803999999995,-121.427559,
Tracy Joint Unified,Earle E. Williams Middle,1600 Tennis Lane Tracy CA 95376-4017,,,False,tested,Tracy,San Joaquin County,37.731615000000005,-121.445136,
Manteca Unified,East Union High,1700 North Union Road Manteca CA 95336-9217,,,False,tested,Manteca,San Joaquin County,37.82307,-121.235662,
Stockton Unified,Edison High,100 W Dr Martin Luther King Blv Stockton CA 95206-2016,,,False,tested,Stockton,San Joaquin County,37.937838,-121.289056,
Stockton Unified,Edward C. Merlo Institute of Environmental Studies,1670 East Sixth Street Stockton CA 95206-2352,8.7,ppb,True,tested,Stockton,San Joaquin County,37.935394,-121.26303899999999,12.0
Stockton Unified,El Dorado Elementary,1540 North Lincoln Street Stockton CA 95204-5617,,,False,tested,Stockton,San Joaquin County,37.967065999999996,-121.300836,
Escalon Unified,El Portal Middle,805 First Street Escalon CA 95320-1508,,,False,tested,Escalon,San Joaquin County,37.793849,-121.00233999999999,
Lodi Unified,Elkhorn,10505 North Davis Road Stockton CA 95209-4327,10.0,ppb,True,tested,Stockton,San Joaquin County,38.069161,-121.333375,12.0
Lodi Unified,Ellerth E. Larson Elementary,2375 Giannoni Way Lodi CA 95242-4795,,,False,tested,Lodi,San Joaquin County,38.103896,-121.302325,
Stockton Unified,Elmwood Elementary,840 South Cardinal Avenue Stockton CA 95215-6026,,,False,tested,Stockton,San Joaquin County,37.961273,-121.22011200000001,
Lodi Unified,Erma B. Reese Elementary,1800 West Elm Street Lodi CA 95242-2917,,,False,tested,Lodi,San Joaquin County,38.136127,-121.295418,
Escalon Unified,Escalon Charter Academy,1520 Yosemite Avenue Escalon CA 95320-1753,,,False,tested,,San Joaquin County,37.798531,-120.994298,
Escalon Unified,Escalon High,1528 East Yosemite Avenue Escalon CA 95320-1753,,,False,tested,Escalon,San Joaquin County,37.800464,-120.99456299999999,
Escalon Unified,Farmington Elementary,25233 East Highway 4 Farmington CA 95230-0068,,,,not tested,Escalon,San Joaquin County,37.931090999999995,-121.00408300000001,
Stockton Unified,Fillmore Elementary,2644 East Poplar Street Stockton CA 95205-4349,,,False,tested,Stockton,San Joaquin County,37.969221000000005,-121.256171,
Stockton Unified,Franklin High,300 North Gertrude Street Stockton CA 95215-4820,,,False,tested,Stockton,San Joaquin County,37.968313,-121.238717,
Manteca Unified,French Camp Elementary,241 East Fourth Street French Camp CA 95231-9672,,,False,tested,French Camp,San Joaquin County,37.885887,-121.269521,
Tracy Joint Unified,George and Evelyn Stein Continuation,650 West 10th Street Tracy CA 95376,,,False,tested,Tracy,San Joaquin County,37.738104,-121.435529,
Tracy Joint Unified,George Kelly Elementary,535 Mabel Josephine Drive Tracy CA 95377-6645,,,False,tested,Tracy,San Joaquin County,37.728061,-121.462476,
Lodi Unified,George Lincoln Mosher,3220 Buddy Holly Drive Stockton CA 95212-2708,,,False,tested,Stockton,San Joaquin County,38.046026,-121.272879,
Manteca Unified,George McParland Annex,1370 London Ave Manteca CA 95366,,,False,tested,Manteca,San Joaquin County,37.818827,-121.244569,
