district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Colton Joint Unified,Abraham Lincoln Elementary,444 East Olive Street Colton CA 92324-2717,,,False,tested,Colton,San Bernardino County,34.077493,-117.31787,
Adelanto Elementary,Adelanto Elementary,17931 Jonathan Street Adelanto CA 92301-1734,,,,not tested,,San Bernardino County,34.576865999999995,-117.40961399999999,
Victor Valley Union High,Adelanto High,15620 Joshua Street Adelanto CA 92392-5600,,,False,tested,,San Bernardino County,34.600268,-117.448553,
Upland Unified,Adult Education,1558 West Ninth Street Upland CA 91786,,,,not tested,Upland,San Bernardino County,34.095737,-117.68010500000001,
Fontana Unified,Alder Middle,7555 Alder Avenue Fontana CA 92336-2303,,,False,tested,Fontana,San Bernardino County,34.117668,-117.418333,
Colton Joint Unified,Alice Birney Elementary,1050 East Olive Street Colton CA 92324-2531,5.5,ppb,True,tested,Colton,San Bernardino County,34.078401,-117.311043,5.5
Chino Valley Unified,Alicia Cortez Elementary,12750 Carissa Avenue Chino CA 91710-3701,,,,not tested,Chino,San Bernardino County,34.022957,-117.669855,
San Bernardino City Unified,Allred Childcare,303 S K Street San Bernardino CA 92410,,,False,tested,San Bernardino,San Bernardino County,34.096338,-117.30755800000001,
Fontana Unified,Almeria Middle,7723 Almeria Avenue Fontana CA 92336-8702,,,False,tested,Fontana,San Bernardino County,34.113648,-117.460173,
Fontana Unified,Almond Elementary,8172 Almond Avenue Fontana CA 92335-3020,,,False,tested,Fontana,San Bernardino County,34.105047,-117.49323799999999,
Alta Loma Elementary,Alta Loma Elementary,7085 Amethyst Street Alta Loma CA 91701-5007,,,False,tested,Rancho Cucamonga,San Bernardino County,34.118705,-117.59793,
Chaffey Joint Union High,Alta Loma High,8880 Baseline Road Alta Loma CA 91701-5504,,,,not tested,Rancho Cucamonga,San Bernardino County,34.121641,-117.613836,
Chaffey Joint Union High,Alta Loma High School,"8880 Base Line Rd., Rancho Cucamonga, CA 91701",,,,exempt,Rancho Cucamonga,San Bernardino County,34.124044,-117.61185800000001,
Alta Loma Elementary,Alta Loma Junior High,9000 Lemon Avenue Alta Loma CA 91701-3357,,,False,tested,Rancho Cucamonga,San Bernardino County,34.140972,-117.609596,
Chaffey Joint Union High School,Alternative Education Center Center,"1802 East 7th Street, Ontario, CA 91764",,,,exempt,Ontario,San Bernardino County,34.088567,-117.61344799999999,
San Bernardino City Unified,Anderson,24302 East Fourth Street San Bernardino CA 92410-4919,8.6,ppb,True,tested,San Bernardino,San Bernardino County,34.106999,-117.273398,8.6
Chino Valley Unified,Anna A. Borba Fundamental Elementary,4980 Riverside Drive Chino CA 91710-4130,,,,not tested,Chino,San Bernardino County,34.01913,-117.696354,
Apple Valley Unified,Apple Valley Adult Education,21950 Nisqually Rd Apple Valley CA 92308,,,,not tested,,San Bernardino County,34.486146000000005,-117.185135,
